Participant,Page,Page Name,Question,Order,Page Loaded,Response Type,Response Recorded,Confirmation_confirmed,Discrete Scale_index,Discrete Scale_value,Choose One_label,Choose One_value,Free Text_text
60de3c34940c209d729e32b8,40,Frequency,,40,2024-05-27T22:23:48.373048+00:00,Choose One,2024-05-27T22:23:50.9128604+00:00,,,,Weekly,1.0,
60de3c34940c209d729e32b8,41,Propose,,41,2024-05-27T22:23:51.6842028+00:00,Choose One,2024-05-27T22:23:54.8449067+00:00,,,,Business / Work Travel,1.0,
60de3c34940c209d729e32b8,42,Gender,,42,2024-05-27T22:23:56.0517823+00:00,Choose One,2024-05-27T22:23:57.3588161+00:00,,,,Male,0.0,
60de3c34940c209d729e32b8,43,Age,,43,2024-05-27T22:23:58.1994148+00:00,Choose One,2024-05-27T22:23:59.8090953+00:00,,,,45-54 years,3.0,
5d8baf023435540015cd4860,1,Intro,Rail User Survey (5-point) ,1,2024-05-27T22:51:57.8097991+00:00,Confirmation,2024-05-27T22:52:08.9815068+00:00,True,,,,,
5d8baf023435540015cd4860,4,I1,,4,2024-05-27T22:52:19.6783964+00:00,Discrete Scale,2024-05-27T22:52:24.3644716+00:00,,4.0, ,,,
5d8baf023435540015cd4860,5,S1,,5,2024-05-27T22:52:26.1329345+00:00,Discrete Scale,2024-05-27T22:52:28.934741+00:00,,3.0, ,,,
5d8baf023435540015cd4860,6,I2,,6,2024-05-27T22:52:29.6075353+00:00,Discrete Scale,2024-05-27T22:52:33.5920259+00:00,,1.0,Not Important,,,
5d8baf023435540015cd4860,7,S2,,7,2024-05-27T22:52:35.0380101+00:00,Discrete Scale,2024-05-27T22:52:38.1625085+00:00,,2.0, ,,,
5d8baf023435540015cd4860,8,I3,,8,2024-05-27T22:52:38.8229944+00:00,Discrete Scale,2024-05-27T22:52:45.5602122+00:00,,3.0,  ,,,
5d8baf023435540015cd4860,9,S3,,9,2024-05-27T22:52:47.3251755+00:00,Discrete Scale,2024-05-27T22:52:53.2335342+00:00,,3.0,  ,,,
5d8baf023435540015cd4860,10,I4,,10,2024-05-27T22:52:55.41298+00:00,Discrete Scale,2024-05-27T22:52:58.0422377+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,11,S4,,11,2024-05-27T22:52:58.7865703+00:00,Discrete Scale,2024-05-27T22:52:59.706928+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,12,I5,,12,2024-05-27T22:53:00.3264648+00:00,Discrete Scale,2024-05-27T22:53:04.7085172+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,13,S5,,13,2024-05-27T22:53:05.2457617+00:00,Discrete Scale,2024-05-27T22:53:09.6566899+00:00,,3.0,  ,,,
5d8baf023435540015cd4860,14,I6,,14,2024-05-27T22:53:10.2600507+00:00,Discrete Scale,2024-05-27T22:53:12.1049163+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,15,S6,,15,2024-05-27T22:53:12.8246629+00:00,Discrete Scale,2024-05-27T22:53:13.5500391+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,16,I7,,16,2024-05-27T22:53:14.5581527+00:00,Discrete Scale,2024-05-27T22:53:18.3622709+00:00,,5.0,Very Important,,,
5d8baf023435540015cd4860,17,S7,,17,2024-05-27T22:53:19.3710849+00:00,Discrete Scale,2024-05-27T22:53:22.7486349+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,18,I8,,18,2024-05-27T22:53:24.1869993+00:00,Discrete Scale,2024-05-27T22:53:25.9839449+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,19,S8,,19,2024-05-27T22:53:26.5479054+00:00,Discrete Scale,2024-05-27T22:53:27.3872448+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,20,I9,,20,2024-05-27T22:53:28.1738418+00:00,Discrete Scale,2024-05-27T22:53:30.1678126+00:00,,2.0,  ,,,
5d8baf023435540015cd4860,21,S9,,21,2024-05-27T22:53:30.8425489+00:00,Discrete Scale,2024-05-27T22:53:31.6811159+00:00,,3.0,  ,,,
5d8baf023435540015cd4860,22,I10,,22,2024-05-27T22:53:33.3982653+00:00,Discrete Scale,2024-05-27T22:53:35.5228742+00:00,,3.0,  ,,,
5d8baf023435540015cd4860,23,S10,,23,2024-05-27T22:53:36.673168+00:00,Discrete Scale,2024-05-27T22:53:37.297679+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,24,I11,,24,2024-05-27T22:53:37.9093478+00:00,Discrete Scale,2024-05-27T22:53:40.7011391+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,25,S11,,25,2024-05-27T22:53:41.898395+00:00,Discrete Scale,2024-05-27T22:53:42.4011739+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,26,I12,,26,2024-05-27T22:53:42.9232207+00:00,Discrete Scale,2024-05-27T22:53:45.2648254+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,27,S12,,27,2024-05-27T22:53:45.790498+00:00,Discrete Scale,2024-05-27T22:53:46.2029697+00:00,,4.0,  ,,,
5d8baf023435540015cd4860,28,I13,,28,2024-05-27T22:53:46.9201514+00:00,Discrete Scale,2024-05-27T22:53:49.2061151+00:00,,3.0,  ,,,
5d8baf023435540015cd4860,29,S13,,29,2024-05-27T22:53:50.0953389+00:00,Discrete Scale,2024-05-27T22:53:50.6189546+00:00,,5.0,Very Satisfied,,,
5d8baf023435540015cd4860,30,I14,,30,2024-05-27T22:53:51.4183489+00:00,Discrete Scale,2024-05-27T22:53:54.2539852+00:00,,5.0,Very Important,,,
5d8baf023435540015cd4860,31,S14,,31,2024-05-27T22:53:54.802217+00:00,Discrete Scale,2024-05-27T22:53:55.3127264+00:00,,5.0,Very Satisfied,,,
5d8baf023435540015cd4860,32,Overall,,32,2024-05-27T22:53:55.8282865+00:00,Discrete Scale,2024-05-27T22:53:57.5434564+00:00,,4.0,Very Satisfied,,,
5d8baf023435540015cd4860,34,Ease,,34,2024-05-27T22:54:01.6627795+00:00,Discrete Scale,2024-05-27T22:54:05.3328729+00:00,,7.0,8,,,
5d8baf023435540015cd4860,35,Meaningfulness,,35,2024-05-27T22:54:06.2649783+00:00,Discrete Scale,2024-05-27T22:54:08.8703261+00:00,,5.0,6,,,
5d8baf023435540015cd4860,37,Device,,37,2024-05-27T22:54:12.3091971+00:00,Choose One,2024-05-27T22:54:21.4305179+00:00,,,,Desktop,0.0,
5d8baf023435540015cd4860,38,Free text,,38,2024-05-27T22:54:22.8561558+00:00,Free Text,2024-05-27T22:54:41.7393338+00:00,,,,,,"No, Survey was smooth and easy to answer"
5d8baf023435540015cd4860,39,Time,,39,2024-05-27T22:54:42.9270183+00:00,Choose One,2024-05-27T22:54:46.4217791+00:00,,,,Within the last 7 days,0.0,
5d8baf023435540015cd4860,40,Frequency,,40,2024-05-27T22:54:47.9433236+00:00,Choose One,2024-05-27T22:54:49.3502812+00:00,,,,Daily,0.0,
5d8baf023435540015cd4860,41,Propose,,41,2024-05-27T22:54:50.3999874+00:00,Choose One,2024-05-27T22:54:52.2767362+00:00,,,,Business / Work Travel,1.0,
5d8baf023435540015cd4860,42,Gender,,42,2024-05-27T22:54:54.5933089+00:00,Choose One,2024-05-27T22:54:55.5960197+00:00,,,,Male,0.0,
5d8baf023435540015cd4860,43,Age,,43,2024-05-27T22:54:56.2522463+00:00,Choose One,2024-05-27T22:54:57.8294307+00:00,,,,25-34 years,1.0,
664f5da7aa6f7e3d529107b2,1,Intro,Rail User Survey (5-point) ,1,2024-05-27T23:05:55.1599086+00:00,Confirmation,2024-05-27T23:06:55.3653061+00:00,True,,,,,
664f5da7aa6f7e3d529107b2,4,I1,,4,2024-05-27T23:07:38.2484173+00:00,Discrete Scale,2024-05-27T23:07:49.0748142+00:00,,3.0, ,,,
664f5da7aa6f7e3d529107b2,5,S1,,5,2024-05-27T23:07:53.1967339+00:00,Discrete Scale,2024-05-27T23:08:03.9782133+00:00,,3.0, ,,,
664f5da7aa6f7e3d529107b2,6,I2,,6,2024-05-27T23:08:05.9593774+00:00,Discrete Scale,2024-05-27T23:08:12.7915438+00:00,,4.0, ,,,
664f5da7aa6f7e3d529107b2,7,S2,,7,2024-05-27T23:08:19.6248916+00:00,Discrete Scale,2024-05-27T23:08:24.3984591+00:00,,2.0, ,,,
664f5da7aa6f7e3d529107b2,8,I3,,8,2024-05-27T23:08:28.3780227+00:00,Discrete Scale,2024-05-27T23:08:36.421766+00:00,,3.0,  ,,,
664f5da7aa6f7e3d529107b2,9,S3,,9,2024-05-27T23:08:38.0581927+00:00,Discrete Scale,2024-05-27T23:08:39.9623673+00:00,,4.0,  ,,,
664f5da7aa6f7e3d529107b2,10,I4,,10,2024-05-27T23:08:44.8658498+00:00,Discrete Scale,2024-05-27T23:08:51.1659627+00:00,,3.0,  ,,,
664f5da7aa6f7e3d529107b2,11,S4,,11,2024-05-27T23:08:52.9612897+00:00,Discrete Scale,2024-05-27T23:08:55.9048825+00:00,,3.0,  ,,,
664f5da7aa6f7e3d529107b2,12,I5,,12,2024-05-27T23:08:57.4667271+00:00,Discrete Scale,2024-05-27T23:09:01.6287374+00:00,,4.0,  ,,,
664f5da7aa6f7e3d529107b2,13,S5,,13,2024-05-27T23:09:03.5089259+00:00,Discrete Scale,2024-05-27T23:09:06.6209348+00:00,,5.0,Very Satisfied,,,
664f5da7aa6f7e3d529107b2,14,I6,,14,2024-05-27T23:09:08.1393483+00:00,Discrete Scale,2024-05-27T23:09:15.3902819+00:00,,5.0,Very Important,,,
664f5da7aa6f7e3d529107b2,15,S6,,15,2024-05-27T23:09:17.2438571+00:00,Discrete Scale,2024-05-27T23:09:29.3786184+00:00,,,,,,
664f5da7aa6f7e3d529107b2,16,I7,,16,2024-05-27T23:09:35.4446354+00:00,Discrete Scale,2024-05-27T23:09:42.7104981+00:00,,4.0,  ,,,
664f5da7aa6f7e3d529107b2,17,S7,,17,2024-05-27T23:09:44.8755442+00:00,Discrete Scale,2024-05-27T23:09:47.8050039+00:00,,5.0,Very Satisfied,,,
664f5da7aa6f7e3d529107b2,18,I8,,18,2024-05-27T23:09:49.1698286+00:00,Discrete Scale,2024-05-27T23:09:55.4840726+00:00,,4.0,  ,,,
664f5da7aa6f7e3d529107b2,19,S8,,19,2024-05-27T23:09:57.4078094+00:00,Discrete Scale,2024-05-27T23:10:00.029352+00:00,,5.0,Very Satisfied,,,
664f5da7aa6f7e3d529107b2,20,I9,,20,2024-05-27T23:10:01.5891952+00:00,Discrete Scale,2024-05-27T23:10:08.4821474+00:00,,3.0,  ,,,
664f5da7aa6f7e3d529107b2,21,S9,,21,2024-05-27T23:10:12.5087449+00:00,Discrete Scale,0001-01-01T00:00:00+00:00,,,,,,
664f5da7aa6f7e3d529107b2,22,I10,,22,2024-05-27T23:10:18.6484064+00:00,Discrete Scale,2024-05-27T23:10:23.1057617+00:00,,5.0,Very Important,,,
664f5da7aa6f7e3d529107b2,23,S10,,23,2024-05-27T23:10:24.8624344+00:00,Discrete Scale,2024-05-27T23:10:30.2426023+00:00,,2.0,  ,,,
664f5da7aa6f7e3d529107b2,24,I11,,24,2024-05-27T23:10:34.2156228+00:00,Discrete Scale,2024-05-27T23:10:40.0969343+00:00,,3.0,  ,,,
664f5da7aa6f7e3d529107b2,25,S11,,25,2024-05-27T23:10:42.7249716+00:00,Discrete Scale,2024-05-27T23:10:48.3336332+00:00,,5.0,Very Satisfied,,,
664f5da7aa6f7e3d529107b2,26,I12,,26,2024-05-27T23:10:50.5782037+00:00,Discrete Scale,2024-05-27T23:10:55.4633036+00:00,,5.0,Very Important,,,
664f5da7aa6f7e3d529107b2,27,S12,,27,2024-05-27T23:10:57.9190618+00:00,Discrete Scale,2024-05-27T23:11:01.1389433+00:00,,5.0,Very Satisfied,,,
664f5da7aa6f7e3d529107b2,28,I13,,28,2024-05-27T23:11:02.7031145+00:00,Discrete Scale,2024-05-27T23:11:06.8238455+00:00,,5.0,Very Important,,,
664f5da7aa6f7e3d529107b2,29,S13,,29,2024-05-27T23:11:08.2807892+00:00,Discrete Scale,2024-05-27T23:11:10.0740324+00:00,,5.0,Very Satisfied,,,
664f5da7aa6f7e3d529107b2,30,I14,,30,2024-05-27T23:11:12.3491944+00:00,Discrete Scale,2024-05-27T23:11:21.3464253+00:00,,4.0,  ,,,
664f5da7aa6f7e3d529107b2,31,S14,,31,2024-05-27T23:11:22.9763835+00:00,Discrete Scale,2024-05-27T23:11:26.2755434+00:00,,5.0,Very Satisfied,,,
664f5da7aa6f7e3d529107b2,32,Overall,,32,2024-05-27T23:11:27.6508003+00:00,Discrete Scale,2024-05-27T23:11:31.0865039+00:00,,4.0,Very Satisfied,,,
664f5da7aa6f7e3d529107b2,34,Ease,,34,2024-05-27T23:11:39.4935063+00:00,Discrete Scale,2024-05-27T23:11:48.709958+00:00,,8.0,9,,,
664f5da7aa6f7e3d529107b2,35,Meaningfulness,,35,2024-05-27T23:11:53.1533691+00:00,Discrete Scale,2024-05-27T23:12:03.9508042+00:00,,7.0,8,,,
664f5da7aa6f7e3d529107b2,37,Device,,37,2024-05-27T23:12:14.104289+00:00,Choose One,2024-05-27T23:12:16.2236264+00:00,,,,Desktop,0.0,
664f5da7aa6f7e3d529107b2,38,Free text,,38,2024-05-27T23:12:17.9291858+00:00,Free Text,0001-01-01T00:00:00+00:00,,,,,,
664f5da7aa6f7e3d529107b2,39,Time,,39,2024-05-27T23:12:25.906392+00:00,Choose One,2024-05-27T23:12:30.0763133+00:00,,,,Within the last 7 days,0.0,
664f5da7aa6f7e3d529107b2,40,Frequency,,40,2024-05-27T23:12:32.7241044+00:00,Choose One,2024-05-27T23:12:38.1636831+00:00,,,,Weekly,1.0,
664f5da7aa6f7e3d529107b2,41,Propose,,41,2024-05-27T23:12:41.3315447+00:00,Choose One,2024-05-27T23:12:51.1601977+00:00,,,,Personal Matters,5.0,
664f5da7aa6f7e3d529107b2,42,Gender,,42,2024-05-27T23:12:54.0151628+00:00,Choose One,2024-05-27T23:12:56.0487785+00:00,,,,Male,0.0,
664f5da7aa6f7e3d529107b2,43,Age,,43,2024-05-27T23:12:57.4669275+00:00,Choose One,2024-05-27T23:13:00.4866256+00:00,,,,45-54 years,3.0,
6414254cd69f0656e81ae28c,1,Intro,Rail User Survey (5-point) ,1,2024-05-27T23:11:31.3037568+00:00,Confirmation,2024-05-27T23:11:47.5232388+00:00,True,,,,,
6414254cd69f0656e81ae28c,4,I1,,4,2024-05-27T23:11:57.3389856+00:00,Discrete Scale,2024-05-27T23:12:04.349063+00:00,,4.0, ,,,
6414254cd69f0656e81ae28c,5,S1,,5,2024-05-27T23:12:05.3434641+00:00,Discrete Scale,2024-05-27T23:12:09.2986452+00:00,,4.0, ,,,
6414254cd69f0656e81ae28c,6,I2,,6,2024-05-27T23:12:10.6543335+00:00,Discrete Scale,2024-05-27T23:12:17.9485701+00:00,,3.0, ,,,
6414254cd69f0656e81ae28c,7,S2,,7,2024-05-27T23:12:19.2556894+00:00,Discrete Scale,2024-05-27T23:12:23.1994875+00:00,,3.0, ,,,
6414254cd69f0656e81ae28c,8,I3,,8,2024-05-27T23:12:24.2693881+00:00,Discrete Scale,2024-05-27T23:12:28.7193708+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,9,S3,,9,2024-05-27T23:12:29.5466262+00:00,Discrete Scale,2024-05-27T23:12:31.6711655+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,10,I4,,10,2024-05-27T23:12:32.5406944+00:00,Discrete Scale,2024-05-27T23:12:35.8104151+00:00,,5.0,Very Important,,,
6414254cd69f0656e81ae28c,11,S4,,11,2024-05-27T23:12:36.7584328+00:00,Discrete Scale,2024-05-27T23:12:42.7759739+00:00,,2.0,  ,,,
6414254cd69f0656e81ae28c,12,I5,,12,2024-05-27T23:12:43.6308133+00:00,Discrete Scale,2024-05-27T23:12:46.5112152+00:00,,5.0,Very Important,,,
6414254cd69f0656e81ae28c,13,S5,,13,2024-05-27T23:12:47.5692856+00:00,Discrete Scale,2024-05-27T23:12:48.7336192+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,14,I6,,14,2024-05-27T23:12:49.6089506+00:00,Discrete Scale,2024-05-27T23:12:52.5610197+00:00,,5.0,Very Important,,,
6414254cd69f0656e81ae28c,15,S6,,15,2024-05-27T23:12:53.3585041+00:00,Discrete Scale,2024-05-27T23:12:54.2168551+00:00,,2.0,  ,,,
6414254cd69f0656e81ae28c,16,I7,,16,2024-05-27T23:12:55.0005157+00:00,Discrete Scale,2024-05-27T23:12:58.6730197+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,17,S7,,17,2024-05-27T23:12:59.4990043+00:00,Discrete Scale,2024-05-27T23:13:01.0382459+00:00,,2.0,  ,,,
6414254cd69f0656e81ae28c,18,I8,,18,2024-05-27T23:13:01.852418+00:00,Discrete Scale,2024-05-27T23:13:05.4353188+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,19,S8,,19,2024-05-27T23:13:06.1514286+00:00,Discrete Scale,2024-05-27T23:13:07.36412+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,20,I9,,20,2024-05-27T23:13:08.2001293+00:00,Discrete Scale,2024-05-27T23:13:11.2482074+00:00,,3.0,  ,,,
6414254cd69f0656e81ae28c,21,S9,,21,2024-05-27T23:13:12.0937962+00:00,Discrete Scale,2024-05-27T23:13:12.7915514+00:00,,1.0,Not Satisfied,,,
6414254cd69f0656e81ae28c,22,I10,,22,2024-05-27T23:13:13.6358011+00:00,Discrete Scale,2024-05-27T23:13:17.1180885+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,23,S10,,23,2024-05-27T23:13:18.9708509+00:00,Discrete Scale,2024-05-27T23:13:19.7255337+00:00,,1.0,Not Satisfied,,,
6414254cd69f0656e81ae28c,24,I11,,24,2024-05-27T23:13:20.4190208+00:00,Discrete Scale,2024-05-27T23:13:23.3585869+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,25,S11,,25,2024-05-27T23:13:24.8976912+00:00,Discrete Scale,2024-05-27T23:13:26.4702967+00:00,,2.0,  ,,,
6414254cd69f0656e81ae28c,26,I12,,26,2024-05-27T23:13:28.0679397+00:00,Discrete Scale,2024-05-27T23:13:32.4578349+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,27,S12,,27,2024-05-27T23:13:34.0384771+00:00,Discrete Scale,2024-05-27T23:13:35.8817845+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,28,I13,,28,2024-05-27T23:13:36.5758963+00:00,Discrete Scale,2024-05-27T23:13:40.5307468+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,29,S13,,29,2024-05-27T23:13:41.3839909+00:00,Discrete Scale,2024-05-27T23:13:42.652383+00:00,,2.0,  ,,,
6414254cd69f0656e81ae28c,30,I14,,30,2024-05-27T23:13:42.9577346+00:00,Discrete Scale,2024-05-27T23:13:45.5273307+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,31,S14,,31,2024-05-27T23:13:46.4073343+00:00,Discrete Scale,2024-05-27T23:13:48.7599774+00:00,,4.0,  ,,,
6414254cd69f0656e81ae28c,32,Overall,,32,2024-05-27T23:13:49.5734599+00:00,Discrete Scale,2024-05-27T23:13:53.306521+00:00,,2.0,  ,,,
6414254cd69f0656e81ae28c,34,Ease,,34,2024-05-27T23:13:58.7914648+00:00,Discrete Scale,2024-05-27T23:14:04.0220392+00:00,,7.0,8,,,
6414254cd69f0656e81ae28c,35,Meaningfulness,,35,2024-05-27T23:14:04.9376489+00:00,Discrete Scale,2024-05-27T23:14:09.431241+00:00,,7.0,8,,,
6414254cd69f0656e81ae28c,37,Device,,37,2024-05-27T23:14:15.7862412+00:00,Choose One,2024-05-27T23:14:18.5739726+00:00,,,,Tablet,2.0,
6414254cd69f0656e81ae28c,38,Free text,,38,2024-05-27T23:14:20.130136+00:00,Free Text,0001-01-01T00:00:00+00:00,,,,,,
6414254cd69f0656e81ae28c,39,Time,,39,2024-05-27T23:14:25.5242085+00:00,Choose One,2024-05-27T23:14:28.5281676+00:00,,,,Within the last 7 days,0.0,
6414254cd69f0656e81ae28c,40,Frequency,,40,2024-05-27T23:14:30.1252062+00:00,Choose One,2024-05-27T23:14:32.6751014+00:00,,,,Weekly,1.0,
6414254cd69f0656e81ae28c,41,Propose,,41,2024-05-27T23:14:33.696504+00:00,Choose One,2024-05-27T23:14:35.7152389+00:00,,,,Commuting,0.0,
6414254cd69f0656e81ae28c,42,Gender,,42,2024-05-27T23:14:37.1924661+00:00,Choose One,2024-05-27T23:14:38.7582064+00:00,,,,Male,0.0,
6414254cd69f0656e81ae28c,43,Age,,43,2024-05-27T23:14:39.6486932+00:00,Choose One,2024-05-27T23:14:41.4393409+00:00,,,,45-54 years,3.0,
5bddf71a90edd30001c89d33,1,Intro,Rail User Survey (5-point) ,1,2024-05-28T01:52:05.7953481+00:00,Confirmation,2024-05-28T01:53:25.2531945+00:00,True,,,,,
5bddf71a90edd30001c89d33,4,I1,,4,2024-05-28T01:53:47.262367+00:00,Discrete Scale,2024-05-28T01:53:53.5196952+00:00,,4.0, ,,,
5bddf71a90edd30001c89d33,5,S1,,5,2024-05-28T01:54:07.1299097+00:00,Discrete Scale,2024-05-28T01:54:19.0234986+00:00,,4.0, ,,,
5bddf71a90edd30001c89d33,6,I2,,6,2024-05-28T01:54:25.8408371+00:00,Discrete Scale,2024-05-28T01:56:56.1906088+00:00,,5.0,Very Important,,,
5bddf71a90edd30001c89d33,7,S2,,7,2024-05-28T01:56:58.6093912+00:00,Discrete Scale,2024-05-28T01:57:10.8905707+00:00,,4.0, ,,,
5bddf71a90edd30001c89d33,8,I3,,8,2024-05-28T01:57:11.9122076+00:00,Discrete Scale,2024-05-28T01:57:16.4848313+00:00,,5.0,Very Important,,,
5bddf71a90edd30001c89d33,9,S3,,9,2024-05-28T01:57:17.3868655+00:00,Discrete Scale,2024-05-28T01:59:18.2935344+00:00,,3.0,  ,,,
5bddf71a90edd30001c89d33,10,I4,,10,2024-05-28T01:59:25.772346+00:00,Discrete Scale,2024-05-28T01:59:34.8202658+00:00,,5.0,Very Important,,,
5bddf71a90edd30001c89d33,11,S4,,11,2024-05-28T01:59:36.2012488+00:00,Discrete Scale,2024-05-28T01:59:40.0855873+00:00,,3.0,  ,,,
5bddf71a90edd30001c89d33,12,I5,,12,2024-05-28T02:04:09.7618836+00:00,Discrete Scale,2024-05-28T02:04:13.7833007+00:00,,5.0,Very Important,,,
5bddf71a90edd30001c89d33,13,S5,,13,2024-05-28T02:04:15.0186431+00:00,Discrete Scale,2024-05-28T02:04:18.9070272+00:00,,4.0,  ,,,
5bddf71a90edd30001c89d33,14,I6,,14,2024-05-28T02:04:20.8983367+00:00,Discrete Scale,2024-05-28T02:04:25.0056397+00:00,,5.0,Very Important,,,
5bddf71a90edd30001c89d33,15,S6,,15,2024-05-28T02:04:27.0413101+00:00,Discrete Scale,2024-05-28T02:04:30.5626369+00:00,,1.0,Not Satisfied,,,
5bddf71a90edd30001c89d33,16,I7,,16,2024-05-28T02:04:33.2955349+00:00,Discrete Scale,2024-05-28T02:04:38.7182858+00:00,,3.0,  ,,,
5bddf71a90edd30001c89d33,17,S7,,17,2024-05-28T02:04:39.9003657+00:00,Discrete Scale,2024-05-28T02:04:44.3992509+00:00,,2.0,  ,,,
5bddf71a90edd30001c89d33,18,I8,,18,2024-05-28T02:04:46.1213936+00:00,Discrete Scale,2024-05-28T02:04:53.0802509+00:00,,5.0,Very Important,,,
5bddf71a90edd30001c89d33,19,S8,,19,2024-05-28T02:04:54.4839249+00:00,Discrete Scale,2024-05-28T02:05:04.592735+00:00,,2.0,  ,,,
5bddf71a90edd30001c89d33,20,I9,,20,2024-05-28T02:05:08.5454237+00:00,Discrete Scale,2024-05-28T02:05:15.4188653+00:00,,5.0,Very Important,,,
5bddf71a90edd30001c89d33,21,S9,,21,2024-05-28T02:05:17.1204958+00:00,Discrete Scale,2024-05-28T02:05:21.3692421+00:00,,3.0,  ,,,
5bddf71a90edd30001c89d33,22,I10,,22,2024-05-28T02:05:23.2069048+00:00,Discrete Scale,2024-05-28T02:05:38.4517565+00:00,,3.0,  ,,,
5bddf71a90edd30001c89d33,23,S10,,23,2024-05-28T02:05:39.5540092+00:00,Discrete Scale,2024-05-28T02:05:49.2821631+00:00,,3.0,  ,,,
5bddf71a90edd30001c89d33,24,I11,,24,2024-05-28T02:05:50.3769503+00:00,Discrete Scale,2024-05-28T02:05:54.6104592+00:00,,4.0,  ,,,
5bddf71a90edd30001c89d33,25,S11,,25,2024-05-28T02:05:56.1877328+00:00,Discrete Scale,2024-05-28T02:05:57.555767+00:00,,2.0,  ,,,
5bddf71a90edd30001c89d33,26,I12,,26,2024-05-28T02:05:58.8665638+00:00,Discrete Scale,2024-05-28T02:06:01.9433412+00:00,,5.0,Very Important,,,
5bddf71a90edd30001c89d33,27,S12,,27,2024-05-28T02:06:02.8639535+00:00,Discrete Scale,2024-05-28T02:06:06.0335736+00:00,,3.0,  ,,,
5bddf71a90edd30001c89d33,28,I13,,28,2024-05-28T02:06:07.3933036+00:00,Discrete Scale,2024-05-28T02:06:10.7926465+00:00,,5.0,Very Important,,,
5bddf71a90edd30001c89d33,29,S13,,29,2024-05-28T02:06:11.7378481+00:00,Discrete Scale,2024-05-28T02:06:15.4401241+00:00,,1.0,Not Satisfied,,,
5bddf71a90edd30001c89d33,30,I14,,30,2024-05-28T02:06:17.0899702+00:00,Discrete Scale,2024-05-28T02:06:21.2529207+00:00,,4.0,  ,,,
5bddf71a90edd30001c89d33,31,S14,,31,2024-05-28T02:06:22.285233+00:00,Discrete Scale,2024-05-28T02:06:24.1160063+00:00,,3.0,  ,,,
5bddf71a90edd30001c89d33,32,Overall,,32,2024-05-28T02:06:25.2179766+00:00,Discrete Scale,2024-05-28T02:06:28.3935451+00:00,,2.0,  ,,,
5bddf71a90edd30001c89d33,34,Ease,,34,2024-05-28T02:06:35.3077979+00:00,Discrete Scale,2024-05-28T02:06:45.8718548+00:00,,8.0,9,,,
5bddf71a90edd30001c89d33,35,Meaningfulness,,35,2024-05-28T02:06:46.9111969+00:00,Discrete Scale,2024-05-28T02:06:53.0109647+00:00,,7.0,8,,,
5bddf71a90edd30001c89d33,37,Device,,37,2024-05-28T02:06:58.5935851+00:00,Choose One,2024-05-28T02:07:00.6196039+00:00,,,,Desktop,0.0,
5bddf71a90edd30001c89d33,38,Free text,,38,2024-05-28T02:07:03.9323505+00:00,Free Text,2024-05-28T02:07:21.4467622+00:00,,,,,,
5bddf71a90edd30001c89d33,39,Time,,39,2024-05-28T02:07:25.9005308+00:00,Choose One,2024-05-28T02:07:29.1012411+00:00,,,,Within the last 7 days,0.0,
5bddf71a90edd30001c89d33,40,Frequency,,40,2024-05-28T02:07:32.9282515+00:00,Choose One,2024-05-28T02:07:35.5633195+00:00,,,,Monthly,2.0,
5bddf71a90edd30001c89d33,41,Propose,,41,2024-05-28T02:07:37.9510861+00:00,Choose One,2024-05-28T02:07:41.7346208+00:00,,,,Commuting,0.0,
5bddf71a90edd30001c89d33,42,Gender,,42,2024-05-28T02:07:44.691353+00:00,Choose One,2024-05-28T02:07:46.3882618+00:00,,,,Female,1.0,
5bddf71a90edd30001c89d33,43,Age,,43,2024-05-28T02:07:47.3492161+00:00,Choose One,2024-05-28T02:07:49.8123641+00:00,,,,35-44 years,2.0,
5e58eb74b22c130ee6e6c8c0,1,Intro,Rail User Survey (5-point) ,1,2024-05-28T02:22:22.4034081+00:00,Confirmation,2024-05-28T02:23:45.996039+00:00,True,,,,,
5e58eb74b22c130ee6e6c8c0,4,I1,,4,2024-05-28T02:24:21.7213681+00:00,Discrete Scale,2024-05-28T02:24:30.8613619+00:00,,5.0, Very Important,,,
